rodada,query,tempo_execucao_sem_index,tempo_execucao_com_index
41,47,14.584.064.483.642.500,3.870.725.631.713.860
41,48,0.0,0.0
41,49,0.0,10.020.732.879.638.600
41,50,6.155.729.293.823.240,13.053.417.205.810.500
41,51,0.0,0.0
41,52,15.172.958.374.023.400,0.0
41,53,10.128.021.240.234.300,0.0
41,54,16.646.385.192.871.000,0.0
41,55,20.813.941.955.566.400,0.0
42,1,10.056.495.666.503.900,0.0
42,2,0.0,0.0
42,3,9.980.201.721.191.400,0.0
42,4,0.0,0.0
42,5,0.0,0.0
42,6,9.987.354.278.564.450,5.688.667.297.363.280
42,7,0.0,0.0
42,8,39.839.744.567.871.000,0.0
42,9,0.0,10.099.411.010.742.100
42,10,1.341.104.507.446.280,0.0
42,11,0.0,9.987.354.278.564.450
42,12,5.085.468.292.236.320,0.0
42,13,0.0,8.907.318.115.234.370
42,14,2.913.951.873.779.290,10.118.484.497.070.300
42,15,0.0,10.647.773.742.675.700
42,16,0.0,8.904.933.929.443.350
42,17,10.080.337.524.414.000,0.0
42,18,0.0,10.094.642.639.160.100
42,19,0.0,0.0
42,20,0.0,0.0
42,21,10.025.501.251.220.700,0.0
42,22,0.0,0.0
42,23,0.0,99.945.068.359.375
42,24,0.0,0.0
42,25,12.383.460.998.535.100,0.0
42,26,0.0,9.999.275.207.519.530
42,27,0.0,522.613.525.390.625
42,28,10.099.411.010.742.100,0.0
42,29,9.999.275.207.519.530,19.121.170.043.945.300
42,30,7.843.971.252.441.400,10.044.574.737.548.800
42,31,5.228.519.439.697.260,0.0
42,32,0.0,0.0
42,33,0.0,0.0
42,34,8.921.623.229.980.460,0.0
42,35,8.847.713.470.458.980,10.058.879.852.294.900
42,36,0.0,0.0
42,37,3.635.883.331.298.820,14.767.646.789.550.700
42,38,5.273.818.969.726.560,0.0
42,39,10.094.642.639.160.100,0.0
42,40,10.347.366.333.007.800,0.0
42,41,0.0,11.060.237.884.521.400
42,42,6.062.984.466.552.730,0.0
42,43,0.0,0.0
42,44,0.0,0.0
42,45,0.0,0.0
42,46,0.0,0.0
42,47,0.0,5.511.045.455.932.610
42,48,0.0,12.826.919.555.664.000
42,49,0.0,2.639.293.670.654.290
42,50,10.082.721.710.205.000,2.348.184.585.571.280
42,51,0.0,10.025.501.251.220.700
42,52,25.482.177.734.375,0.0
42,53,14.750.957.489.013.600,0.0
42,54,14.157.295.227.050.700,10.631.084.442.138.600
42,55,10.094.642.639.160.100,0.0
43,1,0.0,0.0
43,2,11.293.888.092.041.000,0.0
43,3,10.142.326.354.980.400,2.427.816.390.991.210
43,4,8.738.040.924.072.260,0.0
43,5,10.235.309.600.830.000,0.0
43,6,0.0,0.0
43,7,10.118.484.497.070.300,0.0
43,8,993.967.056.274.414,0.0
43,9,0.0,10.595.321.655.273.400
43,10,0.0,10.159.015.655.517.500
43,11,9.980.201.721.191.400,1.834.869.384.765.620
43,12,10.771.751.403.808.500,1.285.552.978.515.620
43,13,5.137.920.379.638.670,0.0
43,14,0.0,10.042.190.551.757.800
43,15,3.625.631.332.397.460,0.0
43,16,5.278.587.341.308.590,0.0
43,17,10.170.936.584.472.600,0.0
43,18,0.0,0.0
43,19,9.963.512.420.654.290,0.0
43,20,0.0,0.0
43,21,10.001.659.393.310.500,3.249.645.233.154.290
43,22,0.0,2.830.028.533.935.540
43,23,10.623.931.884.765.600,0.0
43,24,0.0,0.0
43,25,5.106.925.964.355.460,0.0
43,26,0.0,0.0
43,27,0.0,0.0
43,28,10.018.348.693.847.600,0.0
43,29,9.965.896.606.445.310,0.0
43,30,0.0,0.0
43,31,11.653.900.146.484.300,0.0
43,32,0.0,0.0
43,33,1.224.517.822.265.620,3.932.476.043.701.170
43,34,8.800.029.754.638.670,0.0
43,35,0.0,0.0
43,36,0.0,0.0
43,37,4.018.306.732.177.730,10.080.337.524.414.000
43,38,0.0,4.229.545.593.261.710
43,39,10.101.795.196.533.200,8.118.152.618.408.200
43,40,1.043.558.120.727.530,978.708.267.211.914
43,41,0.0,218.963.623.046.875
43,42,0.0,10.426.044.464.111.300
43,43,9.984.970.092.773.430,0.0
43,44,0.0,96.893.310.546.875
43,45,1.003.265.380.859.370,0.0
43,46,7.796.287.536.621.090,993.967.056.274.414
43,47,10.311.603.546.142.500,6.034.374.237.060.540
43,48,0.0,0.0
43,49,978.708.267.211.914,0.0
43,50,10.213.851.928.710.900,0.0
43,51,9.768.009.185.791.010,0.0
43,52,6.620.883.941.650.390,0.0
43,53,10.042.190.551.757.800,0.0
43,54,9.403.228.759.765.620,1.657.247.543.334.960
43,55,0.0,0.0
44,1,0.0,10.106.563.568.115.200
44,2,0.0,0.0
44,3,0.0,0.0
44,4,0.0,997.304.916.381.836
44,5,0.0,0.0
44,6,9.963.512.420.654.290,9.317.398.071.289.060
44,7,0.0,8.780.956.268.310.540
44,8,0.0,0.0
44,9,99.945.068.359.375,0.0
44,10,0.0,14.154.911.041.259.700
44,11,0.0,0.0
44,12,0.0,0.0
44,13,6.532.669.067.382.810,0.0
44,14,0.0,0.0
44,15,0.0,0.0
44,16,0.0,0.0
44,17,0.0,10.945.796.966.552.700
44,18,0.0,3.304.481.506.347.650
44,19,0.0,0.0
44,20,0.0,1.001.596.450.805.660
44,21,0.0,0.0
44,22,0.0,0.0
44,23,0.0,9.989.738.464.355.460
44,24,0.0,0.0
44,25,0.0,0.0
44,26,5.360.126.495.361.320,0.0
44,27,0.0,0.0
44,28,10.213.851.928.710.900,0.0
44,29,989.675.521.850.586,0.0
44,30,10.938.644.409.179.600,32.508.373.260.498.000
44,31,5.090.236.663.818.350,0.0
44,32,0.0,1.012.563.705.444.330
44,33,0.0,0.0
44,34,49.839.019.775.390.600,997.304.916.381.836
44,35,0.0,0.0
44,36,10.154.247.283.935.500,10.402.202.606.201.100
44,37,9.951.591.491.699.210,5.066.394.805.908.200
44,38,6.918.907.165.527.340,0.0
44,39,46.443.939.208.984.300,0.0
44,40,0.0,0.0
44,41,10.113.716.125.488.200,0.0
44,42,10.006.427.764.892.500,0.0
44,43,0.0,3.483.295.440.673.820
44,44,0.0,0.0
44,45,0.0,15.094.280.242.919.900
44,46,0.0,0.0
44,47,30.536.651.611.328.100,10.104.179.382.324.200
44,48,10.159.015.655.517.500,0.0
44,49,0.0,0.0
44,50,16.307.830.810.546.800,1.001.119.613.647.460
44,51,0.0,10.020.732.879.638.600
44,52,40.650.367.736.816.400,8.466.243.743.896.480
44,53,10.118.484.497.070.300,0.0
44,54,9.989.738.464.355.460,10.082.721.710.205.000
44,55,9.996.891.021.728.510,10.008.811.950.683.500
45,1,0.0,0.0
45,2,9.989.738.464.355.460,0.0
45,3,0.0,0.0
45,4,0.0,1.013.040.542.602.530
45,5,0.0,10.783.672.332.763.600
45,6,0.0,14.147.758.483.886.700
45,7,0.0,0.0
45,8,0.0,10.068.416.595.458.900
45,9,0.0,0.0
45,10,0.0,0.0
45,11,0.0,0.0
45,12,0.0,0.0
45,13,0.0,6.732.940.673.828.120
45,14,0.0,3.209.114.074.707.030
45,15,5.378.007.888.793.940,0.0
45,16,0.0,1.009.225.845.336.910
45,17,10.118.484.497.070.300,0.0
45,18,0.0,0.0
45,19,9.987.354.278.564.450,0.0
45,20,42.939.186.096.191.400,0.0
45,21,0.0,0.0
45,22,0.0,0.0
45,23,20.258.426.666.259.700,0.0
45,24,10.771.751.403.808.500,0.0
45,25,0.0,35.381.317.138.671.800
45,26,1.010.894.775.390.620,36.263.465.881.347.600
45,27,0.0,0.0
45,28,9.987.354.278.564.450,1.010.894.775.390.620
45,29,0.0,0.0
45,30,0.0,997.781.753.540.039
45,31,0.0,0.0
45,32,15.065.670.013.427.700,10.004.043.579.101.500
45,33,0.0,0.0
45,34,0.0,0.0
45,35,0.0,0.0
45,36,8.473.396.301.269.530,6.113.052.368.164.060
45,37,8.575.916.290.283.200,1.932.382.583.618.160
45,38,2.739.429.473.876.950,0.0
45,39,0.0,0.0
45,40,10.025.501.251.220.700,0.0
45,41,997.781.753.540.039,0.0
45,42,0.0,10.712.146.759.033.200
45,43,10.008.811.950.683.500,5.338.191.986.083.980
45,44,0.0,0.0
45,45,9.212.493.896.484.370,10.099.411.010.742.100
45,46,0.0,0.0
45,47,0.0,0.0
45,48,1.995.563.507.080.070,0.0
45,49,6.456.375.122.070.310,0.0
45,50,1.013.040.542.602.530,0.0
45,51,35.638.809.204.101.500,0.0
45,52,0.0,0.0
45,53,0.0,10.960.102.081.298.800
45,54,1.003.265.380.859.370,0.0
45,55,9.987.354.278.564.450,10.156.631.469.726.500
46,1,0.0,568.389.892.578.125
46,2,10.025.501.251.220.700,0.0
46,3,0.0,0.0
46,4,99.945.068.359.375,0.0
46,5,0.0,0.0
46,6,32.019.615.173.339.800,0.0
46,7,5.116.462.707.519.530,2.659.320.831.298.820
46,8,0.0,11.031.627.655.029.200
46,9,0.0,9.362.697.601.318.350
46,10,0.0,10.061.264.038.085.900
46,11,9.963.512.420.654.290,0.0
46,12,0.0,7.970.333.099.365.230
46,13,0.0,0.0
46,14,9.953.975.677.490.230,0.0
46,15,0.0,0.0
46,16,0.0,15.730.857.849.121.000
46,17,6.616.115.570.068.350,0.0
46,18,0.0,0.0
46,19,0.0,0.0
46,20,0.0,0.0
46,21,0.0,38.814.544.677.734.300
46,22,5.104.541.778.564.450,0.0
46,23,0.0,10.113.716.125.488.200
46,24,0.0,0.0
46,25,0.0,0.0
46,26,0.0,997.781.753.540.039
46,27,9.982.585.906.982.420,9.992.122.650.146.480
46,28,0.0,10.030.269.622.802.700
46,29,10.001.659.393.310.500,18.506.050.109.863.200
46,30,0.0,10.113.716.125.488.200
46,31,0.0,0.0
46,32,0.0,0.0
46,33,6.670.951.843.261.710,9.949.207.305.908.200
46,34,5.612.373.352.050.780,10.538.101.196.289.000
46,35,1.919.269.561.767.570,0.0
46,36,0.0,0.0
46,37,0.0,10.058.879.852.294.900
46,38,0.0,0.0
46,39,0.0,0.0
46,40,0.0,10.023.117.065.429.600
46,41,10.030.269.622.802.700,5.748.271.942.138.670
46,42,0.0,9.682.178.497.314.450
46,43,12.238.025.665.283.200,1.007.080.078.125
46,44,34.427.642.822.265.600,995.635.986.328.125
46,45,0.0,9.989.738.464.355.460
46,46,10.144.710.540.771.400,6.184.577.941.894.530
46,47,6.291.866.302.490.230,26.807.785.034.179.600
46,48,0.0,10.120.868.682.861.300
46,49,0.0,0.0
46,50,35.381.317.138.671.800,2.538.442.611.694.330
46,51,0.0,12.688.636.779.785.100
46,52,1.001.596.450.805.660,13.725.757.598.876.900
46,53,0.0,10.192.394.256.591.700
46,54,0.0,9.992.122.650.146.480
46,55,10.023.117.065.429.600,10.271.072.387.695.300
47,1,0.0,6.513.595.581.054.680
47,2,0.0,4.391.670.227.050.780
47,3,12.354.850.769.042.900,0.0
47,4,0.0,1.016.378.402.709.960
47,5,0.0,0.0
47,6,0.0,0.0
47,7,0.0,0.0
47,8,10.123.252.868.652.300,0.0
47,9,0.0,28.562.545.776.367.100
47,10,9.953.975.677.490.230,0.0
47,11,0.0,2.343.416.213.989.250
47,12,0.0,0.0
47,13,0.0,0.0
47,14,0.0,6.480.216.979.980.460
47,15,0.0,5.176.067.352.294.920
47,16,0.0,0.0
47,17,274.658.203.125,58.412.551.880
47,18,0.0,0.0
47,19,0.0,0.0
47,20,7.054.805.755.615.230,0.0
47,21,0.0,0.0
47,22,1.016.378.402.709.960,0.0
47,23,0.0,38.864.612.579.345.700
47,24,0.0,10.166.168.212.890.600
47,25,27.523.040.771.484.300,9.942.054.748.535.150
47,26,0.0,0.0
47,27,10.089.874.267.578.100,1.590.251.922.607.420
47,28,0.0,18.105.506.896.972.600
47,29,10.020.732.879.638.600,2.029.895.782.470.700
47,30,0.0,10.111.331.939.697.200
47,31,9.987.354.278.564.450,9.953.975.677.490.230
47,32,0.0,0.0
47,33,0.0,0.0
47,34,0.0,9.996.891.021.728.510
47,35,6.570.816.040.039.060,7.159.709.930.419.920
47,36,0.0,9.479.522.705.078.120
47,37,0.0,0.0
47,38,0.0,0.0
47,39,0.0,10.023.117.065.429.600
47,40,251.007.080.078.125,5.192.756.652.832.030
47,41,0.0,10.788.440.704.345.700
47,42,0.0,0.0
47,43,0.0,10.788.440.704.345.700
47,44,0.0,0.0
47,45,0.0,0.0
47,46,0.0,0.0
47,47,10.097.026.824.951.100,4.441.499.710.083.000
47,48,0.0,11.017.322.540.283.200
47,49,10.037.422.180.175.700,15.256.404.876.708.900
47,50,8.080.005.645.751.950,1.018.524.169.921.870
47,51,23.741.722.106.933.500,11.463.165.283.203.100
47,52,4.699.230.194.091.790,2.422.332.763.671.870
47,53,10.135.173.797.607.400,5.660.057.067.871.090
47,54,9.958.744.049.072.260,10.342.597.961.425.700
47,55,0.0,5.512.237.548.828.120
48,1,0.0,0.0
48,2,0.0,0.0
48,3,0.0,5.280.971.527.099.600
48,4,0.0,0.0
48,5,0.0,4.673.004.150.390.620
48,6,9.272.098.541.259.760,5.204.677.581.787.100
48,7,4.968.643.188.476.560,54.168.701.171.875
48,8,17.213.821.411.132.800,5.435.943.603.515.620
48,9,0.0,6.234.645.843.505.850
48,10,10.013.580.322.265.600,10.976.791.381.835.900
48,11,0.0,6.234.645.843.505.850
48,12,0.0,12.574.195.861.816.400
48,13,0.0,5.578.994.750.976.560
48,14,0.0,5.474.090.576.171.870
48,15,9.877.681.732.177.730,0.0
48,16,0.0,0.0
48,17,9.629.726.409.912.100,5.402.565.002.441.400
48,18,3.590.583.801.269.530,6.630.420.684.814.450
48,19,0.0,3.719.329.833.984.370
48,20,0.0,0.0
48,21,10.085.105.895.996.000,0.0
48,22,0.0,5.383.491.516.113.280
48,23,0.0,5.509.853.363.037.100
48,24,6.475.448.608.398.430,5.521.774.291.992.180
48,25,0.0,10.786.056.518.554.600
48,26,0.0,5.342.960.357.666.010
48,27,30.143.260.955.810.500,5.614.757.537.841.790
48,28,0.0,11.286.735.534.667.900
48,29,10.106.563.568.115.200,10.786.056.518.554.600
48,30,0.0,9.827.613.830.566.400
48,31,997.304.916.381.836,8.184.909.820.556.640
48,32,0.0,1.355.886.459.350.580
48,33,0.0,17.178.058.624.267.500
48,34,99.945.068.359.375,0.0
48,35,0.0,0.0
48,36,0.0,0.0
48,37,0.0,11.906.623.840.332.000
48,38,7.297.992.706.298.820,9.946.823.120.117.180
48,39,0.0,0.0
48,40,0.0,0.0
48,41,0.0,5.292.892.456.054.680
48,42,0.0,0.0
48,43,0.0,0.0
48,44,0.0,2.516.508.102.416.990
48,45,0.0,10.137.557.983.398.400
48,46,0.0,9.813.308.715.820.310
48,47,0.0,10.197.162.628.173.800
48,48,0.0,1.050.710.678.100.580
48,49,5.487.918.853.759.760,5.161.762.237.548.820
48,50,2.010.345.458.984.370,21.004.676.818.847.600
48,51,12.695.789.337.158.200,5.116.462.707.519.530
48,52,0.0,5.440.711.975.097.650
48,53,0.0,0.0
48,54,5.056.619.644.165.030,35.572.052.001.953.100
48,55,10.292.530.059.814.400,2.894.401.550.292.960
49,1,0.0,0.0
49,2,9.806.156.158.447.260,10.073.184.967.041.000
49,3,6.544.589.996.337.890,0.0
49,4,4.849.433.898.925.780,0.0
49,5,0.0,0.0
49,6,0.0,0.0
49,7,0.0,1.001.119.613.647.460
49,8,0.0,0.0
49,9,0.0,7.462.501.525.878.900
49,10,10.085.105.895.996.000,579.833.984.375
49,11,0.0,0.0
49,12,0.0,0.0
49,13,0.0,0.0
49,14,21.209.716.796.875,2.351.999.282.836.910
49,15,0.0,0.0
49,16,10.111.331.939.697.200,0.0
49,17,0.0,32.045.841.217.041.000
49,18,10.006.427.764.892.500,0.0
49,19,7.205.009.460.449.210,10.192.394.256.591.700
49,20,0.0,0.0
49,21,0.0,0.0
49,22,22.346.973.419.189.400,9.970.664.978.027.340
49,23,0.0,0.0
49,24,682.830.810.546.875,0.0
49,25,0.0,0.0
49,26,0.0,15.060.901.641.845.700
49,27,0.0,46.324.729.919.433.500
49,28,0.0,0.0
49,29,0.0,0.0
49,30,11.448.860.168.457.000,0.0
49,31,3.333.091.735.839.840,0.0
49,32,0.0,0.0
49,33,99.945.068.359.375,0.0
49,34,0.0,0.0
49,35,10.001.659.393.310.500,0.0
49,36,0.0,0.0
49,37,0.0,0.0
49,38,0.0,0.0
49,39,0.0,5.376.577.377.319.330
49,40,0.0,0.0
49,41,0.0,10.099.411.010.742.100
49,42,30.629.634.857.177.700,0.0
49,43,1.009.225.845.336.910,13.031.959.533.691.400
49,44,0.0,9.436.607.360.839.840
49,45,10.089.874.267.578.100,10.142.326.354.980.400
49,46,0.0,52.213.668.823
49,47,12.214.183.807.373.000,0.0
49,48,0.0,10.118.484.497.070.300
49,49,0.0,0.0
49,50,10.120.868.682.861.300,1.995.086.669.921.870
49,51,0.0,0.0
49,52,0.0,10.006.427.764.892.500
49,53,1.001.119.613.647.460,4.994.869.232.177.730
49,54,17.151.832.580.566.400,0.0
49,55,0.0,0.0
50,1,10.437.965.393.066.400,0.0
50,2,0.0,0.0
50,3,0.0,0.0
50,4,0.0,0.0
50,5,0.0,35.109.519.958.496.000
50,6,0.0,0.0
50,7,10.044.574.737.548.800,0.0
50,8,0.0,0.0
50,9,0.0,0.0
50,10,9.648.799.896.240.230,18.656.253.814.697.200
50,11,0.0,0.0
50,12,10.001.659.393.310.500,10.099.411.010.742.100
50,13,5.295.276.641.845.700,0.0
50,14,10.075.569.152.832.000,0.0
50,15,5.457.401.275.634.760,0.0
50,16,5.831.718.444.824.210,8.311.271.667.480.460
50,17,8.549.690.246.582.030,762.939.453.125
50,18,0.0,10.271.072.387.695.300
50,19,0.0,0.0
50,20,0.0,10.170.936.584.472.600
50,21,0.0,16.546.249.389.648.400
50,22,9.751.319.885.253.900,0.0
50,23,0.0,10.104.179.382.324.200
50,24,0.0,5.075.931.549.072.260
50,25,9.970.664.978.027.340,0.0
50,26,0.0,1.009.225.845.336.910
50,27,10.023.117.065.429.600,0.0
50,28,5.011.558.532.714.840,13.625.621.795.654.200
50,29,0.0,5.333.423.614.501.950
50,30,0.0,0.0
50,31,0.0,0.0
50,32,20.155.906.677.246.000,0.0
50,33,0.0,0.0
50,34,0.0,0.0
50,35,0.0,0.0
50,36,0.0,0.0
50,37,0.0,0.0
50,38,0.0,0.0
50,39,38.788.318.634.033.200,4.059.791.564.941.400
50,40,0.0,0.0
50,41,0.0,0.0
50,42,1.900.196.075.439.450,9.989.738.464.355.460
50,43,0.0,0.0
50,44,4.014.492.034.912.100,15.139.579.772.949.200
50,45,0.0,0.0
50,46,0.0,3.634.929.656.982.420
50,47,0.0,0.0
50,48,0.0,0.0
50,49,12.824.535.369.873.000,0.0
50,50,1.489.877.700.805.660,5.280.256.271.362.300
50,51,9.646.415.710.449.210,9.605.884.552.001.950
50,52,0.0,9.953.975.677.490.230
50,53,1.065.969.467.163.080,1.005.411.148.071.280
50,54,0.0,9.961.128.234.863.280
50,55,0.0,1.066.446.304.321.280
